,game_key,winner_id,odd_team_1,odd_ml_1,odd_team_2,odd_ml_2
1656,201911161x0004c72c,19,27,-125,19,103
1657,201911161x00001300,4,4,-208,13,171
1658,201911161x000d20d6,28,28,128,31,-153
1659,201911161x0000abac,9,20,-103,9,-117
1660,201911161x00001418,11,5,-166,11,138
1661,201911161x00026350,17,21,-202,17,167
1662,201911161x000093fa,12,14,-106,12,-113
1663,201911161x0000509e,15,15,-135,8,112
1664,201911161x00003808,29,29,-236,3,193
1665,201911161x0005099e,24,22,-176,24,147
1666,201911161x00008f7c,23,7,-237,23,194
1667,201911161x0005493c,18,30,-150,18,125
1668,201911171x00000b54,17,17,-139,2,116
1669,201911171x000b6112,31,31,-164,26,137
1670,201911181x0008aa3c,25,25,-173,28,145
1671,201911181x0002c038,16,16,-231,24,190
1672,201911191x00000f6e,20,2,-112,20,-107
1673,201911191x000010e0,10,10,-100,5,-119
1674,201911191x00040258,18,26,-131,18,110
1675,201911191x00007e10,9,17,105,9,-127
1676,201911191x0005db86,19,19,-150,30,125
1677,201911191x00000306,6,3,-122,6,101
1678,201911191x000015d2,4,4,-143,14,120
1679,201911191x00000240,1,11,120,1,-144
1680,201911191x00043f48,23,21,-187,23,156
1681,201911191x0000a866,12,15,-129,12,107
1682,201911191x000ac168,27,29,-139,27,117
1683,201911191x000083c2,22,22,104,7,-124
1684,201911191x0001432e,31,31,-162,8,134
1685,201911201x000006d0,6,5,-207,6,171
1686,201911201x0000dc90,13,13,146,16,-173
1687,201911211x0000d53c,8,25,-113,8,-107
1688,201911211x00000024,1,1,-258,2,209
1689,201911211x0000577c,14,9,-159,14,133
1690,201911211x0000077e,10,10,-189,3,158
1691,201911211x000050a0,7,17,112,7,-134
1692,201911211x00038274,19,19,-170,23,142
1693,201911211x00003cc4,4,4,-186,24,155
1694,201911211x000a0cd2,28,28,111,27,-134
1695,201911211x00026c9e,20,20,-118,18,-102
1696,201911211x000716a0,30,21,-178,30,149
1697,201911211x0000a866,12,12,-141,15,118
1698,201911211x0005e05c,22,22,-145,26,122
1699,201911211x000e0cb8,29,31,-187,29,156
1700,201911221x00002548,6,6,-118,13,-102
1701,201911221x00008f74,15,15,-144,11,121
1702,201911231x000006e4,1,1,-220,20,179
1703,201911231x000009ac,9,9,-149,4,125
1704,201911231x000071c2,8,18,-106,8,-113
1705,201911231x0001f920,19,19,-180,17,151
1706,201911231x0008aa3c,25,28,101,25,-123
1707,201911231x00001b60,13,5,-222,13,182
1708,201911231x000008ec,11,11,-160,3,133
1709,201911231x00027f74,26,14,-129,26,107
1710,201911231x000250f0,29,29,-108,12,-112
1711,201911231x0003e680,21,22,-129,21,106
1712,201911231x00009bb6,7,7,-223,24,182
1713,201911231x000c3cf4,27,31,-189,27,158
1714,201911231x00010f7a,23,23,-131,10,109
1715,201911231x00043b2e,30,16,-194,30,161
1716,201911241x000813d0,27,25,-126,27,105
1717,201911241x00000630,9,3,153,9,-183
1718,201911241x000000de,2,4,-145,2,121
1719,201911251x00019b9c,24,24,108,12,-129
1720,201911251x000016fc,10,10,-167,6,139
1721,201911251x00063de4,19,19,-141,31,119
1722,201911251x000b89b0,29,28,-101,29,-119
1723,201911251x0003e680,21,21,-150,22,127
1724,201911251x000150c0,13,13,103,20,-123
1725,201911251x00034b28,14,14,-141,30,117
1726,201911251x0002d7a2,15,15,-158,26,134
1727,201911251x0000023a,7,7,-244,2,198
1728,201911261x0001f920,17,17,-106,19,-114
1729,201911261x00000090,1,5,-100,1,-119
1730,201911261x0000f752,20,11,-140,20,118
1731,201911271x0006703c,25,25,-147,24,123
1732,201911271x00001988,26,2,103,26,-124
1733,201911271x000069e4,14,10,-117,14,-102
1734,201911271x00044fd6,18,18,-131,27,109
1735,201911271x00000502,8,3,189,8,-230
1736,201911271x00022a08,28,28,120,12,-144
1737,201911271x00078da8,31,21,-142,31,119
1738,201911271x00004c30,13,13,132,9,-159
1739,201911271x000000c4,1,6,133,1,-159
1740,201911271x0003bf6a,15,15,-172,30,144
1741,201911271x0007e698,23,29,-141,23,118
1742,201911271x000083c2,22,7,-159,22,134
1743,201911271x00001c0c,16,16,-173,4,144
1744,201911281x00001418,11,5,-164,11,136
1745,201911291x00057c46,23,24,-126,23,104
1746,201911291x00000310,1,1,-223,13,181
1747,201911291x000002d2,2,2,133,8,-158
1748,201911291x0000bc70,21,9,-136,21,113
1749,201911291x00007882,10,10,-101,15,-119
1750,201911291x0001c7d4,18,17,-121,18,100
1751,201911291x00033916,22,19,-156,22,131
1752,201911291x0000540a,20,20,-191,6,158
1753,201911291x00000df6,14,14,-285,3,230
1754,201911291x000b89b0,29,29,-169,28,141
1755,201911291x000a8d30,31,31,-162,25,135
1756,201911291x000047e6,16,16,-124,7,103
1757,201911301x000945f0,29,25,-130,29,108
1758,201911301x00008b0c,26,26,-242,6,197
1759,201911301x0001c7d4,18,18,-166,17,139
1760,201911301x000011f2,16,3,184,16,-227
1761,201911301x00002f08,4,4,-121,21,100
1762,201911301x000761ee,28,28,-116,23,-103
1763,201911301x00001f70,14,5,-131,14,109
1764,201911301x00006dc8,13,11,-157,13,131
1765,201911301x00004f7e,12,12,-200,10,165
1766,201911301x00020fda,22,22,-127,15,105
1767,201911301x000018d0,9,7,-156,9,131
1768,201911301x000002d2,8,8,-255,2,206
1769,201912011x00000090,1,1,-198,5,165
1770,201912011x0002afba,20,20,-110,19,-109
1771,201912011x000b7c1e,27,27,-134,30,112
1772,201912021x000802cc,24,24,-145,28,120
1773,201912021x00000506,2,2,-130,11,108
1774,201912021x00029c34,22,17,109,22,-132
1775,201912021x00000a7a,12,3,182,12,-223
1776,201912021x00030e98,31,13,113,31,-135
1777,201912031x00000190,1,1,-155,9,131
1778,201912031x00013eac,25,10,-117,25,-101
1779,201912031x00002ad8,20,4,-133,20,112
1780,201912031x00001798,5,5,-126,12,105
1781,201912031x00023ed4,31,11,119,31,-142
1782,201912031x00007888,7,21,-108,7,-110
1783,201912031x000046d6,14,14,-101,8,-117
1784,201912031x0003f660,16,29,100,16,-119
1785,201912031x0000b760,30,30,-168,6,141
1786,201912031x00038274,23,23,-106,19,-112
1787,201912041x0000958e,6,27,-216,6,179
1788,201912041x0003b3d4,16,28,126,16,-150
1789,201912041x00020fda,15,15,-114,22,-103
1790,201912041x000071c2,18,8,-129,18,109
1791,201912051x00000510,17,1,-235,17,193
1792,201912051x00015eb0,9,9,-160,29,136
1793,201912051x00005c38,13,10,-139,13,118
1794,201912051x00001988,26,26,-165,2,140
1795,201912051x00038274,19,19,-159,23,134
1796,201912051x00003280,18,5,-102,18,-116
1797,201912051x0002a2b6,12,12,-122,31,103
1798,201912051x000250ec,25,14,-151,25,128
1799,201912051x00006dce,20,7,-215,20,178
1800,201912061x0002c038,16,24,135,16,-161
1801,201912061x000a0cd2,27,27,-167,28,140
1802,201912061x0000b5a0,17,11,-139,17,116
1803,201912061x00001b60,5,13,-103,5,-116
1804,201912061x0002a2b0,15,15,-187,25,156
1805,201912071x000005a4,18,1,-153,18,129
1806,201912071x0000abac,9,9,-162,20,135
1807,201912071x0009583e,26,26,-220,28,181
1808,201912071x0001074a,19,19,-150,12,125
1809,201912071x00000fe4,15,3,164,15,-196
1810,201912071x00000bb6,4,4,-170,10,143
1811,201912071x00010f78,21,21,-258,11,211
1812,201912071x00002ad0,14,14,-215,6,176
1813,201912071x0000a6ce,8,22,-123,8,103
1814,201912071x0000e058,7,7,-204,29,171
1815,201912071x000021ac,30,30,-155,2,131
1816,201912081x00035610,25,17,-117,25,-102
1817,201912081x00001b76,2,27,-179,2,151
1818,201912081x00005790,4,4,-151,29,126
1819,201912081x00030e98,13,31,-210,13,175
1820,201912081x00057c46,23,23,-164,24,138
1821,201912091x00040258,26,18,-145,26,121
1822,201912091x000000c4,6,6,162,1,-193
1823,201912091x000029fe,12,7,-189,12,160
1824,201912091x00008812,10,16,-229,10,189
1825,201912101x000782ac,26,25,-140,26,117
1826,201912101x00001284,2,2,111,22,-132
1827,201912101x0000e04c,19,19,-222,11,184
1828,201912101x00013170,9,27,103,9,-123
1829,201912101x0000062e,7,4,-110,7,-108
1830,201912101x000282a0,28,28,-126,13,105
1831,201912101x000432f4,24,20,-160,24,134
1832,201912101x0006a360,21,21,-176,29,148
1833,201912101x000023c8,5,15,-155,5,131
1834,201912101x00012f46,8,30,104,8,-123
1835,201912101x00050e20,31,31,-216,17,180
1836,201912101x000023d4,23,23,-255,3,208
1837,201912111x00013c6c,18,18,-166,14,139
1838,201912111x000006d0,5,5,-163,6,137
1839,201912111x00000484,16,16,-128,1,107
1840,201912121x000802cc,28,24,-147,28,124
1841,201912121x00035610,25,25,-163,17,138
1842,201912121x000010f0,2,2,119,21,-141
1843,201912121x0000e5fa,26,26,103,8,-123
1844,201912121x000023d4,3,3,184,23,-224
1845,201912121x00001060,12,4,-132,12,110
1846,201912121x000544a2,20,20,-120,27,101
1847,201912121x00007882,15,15,-164,10,138
1848,201912121x0002afc0,13,29,-164,13,138
1849,201912121x0008418a,22,22,-111,31,-107
1850,201912121x00000100,7,7,-142,1,119
1851,201912121x0001767c,30,30,101,9,-121
1852,201912131x0000ca66,18,18,-255,11,208
1853,201912131x00063de4,31,19,-173,31,145
1854,201912141x0001dd70,24,24,-140,13,117
1855,201912141x00017b50,11,25,-226,11,186
1856,201912141x00011bfc,9,26,-102,9,-116
1857,201912141x0000f75a,8,27,114,8,-136
1858,201912141x00000064,1,4,104,1,-124
1859,201912141x000182a2,20,20,-127,14,106
1860,201912141x00000238,3,5,-246,3,201
1861,201912141x0002f2d8,19,21,-154,19,130
1862,201912141x000005e6,12,12,-172,2,145
1863,201912141x000016fc,6,6,-112,10,-106
1864,201912141x00034786,15,15,-203,28,169
1865,201912141x000d2f58,29,29,-130,30,109
1866,201912141x00029c34,22,22,-205,17,171
1867,201912141x000047e6,16,7,-143,16,120
1868,201912151x00022cf4,17,17,-112,20,-107
1869,201912151x0000345a,28,3,110,28,-131
1870,201912151x000f009a,31,31,-206,30,171
1871,201912151x0001f922,23,23,-161,14,136
1872,201912161x00008812,10,10,138,16,-163
1873,201912161x0004c72c,27,19,-185,27,156
1874,201912161x000004ba,4,4,-202,6,169
1875,201912161x000171a0,21,13,115,21,-137
1876,201912161x0002e894,22,22,-120,18,100
1877,201912171x00000d24,28,1,-267,28,218
1878,201912171x0002d7a2,15,26,-119,15,-100
1879,201912171x0000077e,10,3,119,10,-142
1880,201912171x00013ea8,21,12,-148,21,124
1881,201912171x00022426,14,14,-139,24,117
1882,201912171x000945f0,25,29,-110,25,-109
1883,201912171x00000c22,7,7,-431,6,332
1884,201912171x000002d2,8,8,-204,2,171
1885,201912171x000086b0,5,30,-119,5,100
1886,201912171x0006e1c6,31,31,-206,20,171
1887,201912171x0000e050,9,23,-100,9,-119
1888,201912181x0001c7d4,18,17,126,18,-151
1889,201912181x00015eaa,11,11,-120,24,100
1890,201912181x000651ee,22,22,-169,27,143
1891,201912191x00048abc,20,25,-169,20,142
1892,201912191x000002a4,12,1,-192,12,161
1893,201912191x00018c8e,10,10,-152,28,128
1894,201912191x00006620,5,26,-135,5,114
1895,201912191x00008c7c,9,18,-118,9,-101
1896,201912191x00005c40,6,6,129,21,-154
1897,201912191x000007dc,14,14,-149,2,125
1898,201912191x00006394,19,7,-172,19,144
1899,201912191x000f009a,30,30,115,31,-137
1900,201912191x0002d7a0,17,23,-174,17,146
1901,201912201x00030e94,15,27,103,15,-123
1902,201912201x000026da,4,4,-127,19,106
1903,201912201x0000a1fa,16,11,163,16,-194
1904,201912201x00003db0,8,13,140,8,-167
1905,201912211x00000790,21,1,-162,21,137
1906,201912211x00001d76,2,2,-150,28,127
1907,201912211x000009ac,4,9,-194,4,162
1908,201912211x000043b6,10,10,-208,11,171
1909,201912211x0001c7d4,17,18,-222,17,182
1910,201912211x00006dd8,27,27,102,5,-121
1911,201912211x0003de9e,23,20,-131,23,110
1912,201912211x00019b9c,24,12,-178,24,149
1913,201912211x00002ad0,14,6,121,14,-145
1914,201912211x00074178,22,29,107,22,-127
1915,201912211x00000502,8,8,-291,3,234
1916,201912211x0003bf6a,30,30,-119,15,100
1917,201912211x000047e6,16,16,-110,7,-109
1918,201912221x0004714e,26,19,-148,26,123
1919,201912221x00002a10,25,3,190,25,-231
1920,201912221x0001dd70,13,13,-178,24,149
1921,201912221x000e0cb8,31,29,122,31,-147
1922,201912231x00000484,1,1,-126,16,107
1923,201912231x0000b5a0,11,17,-162,11,136
1924,201912231x0006c7a2,22,28,131,22,-155
1925,201912231x0004e5f6,20,20,-131,26,110
1926,201912231x0004fc30,21,21,-153,25,129
1927,201912231x00004f7e,10,12,-177,10,148
1928,201912231x000001b4,6,6,-100,2,-119
1929,201912231x0000aba8,14,14,-188,13,157
1930,201912231x0000062e,7,7,-187,4,157
1931,201912231x00001f6c,8,8,-129,9,108
1932,201912231x000b7c1e,30,30,-138,27,116
1933,201912231x0005a202,18,31,-130,18,109
1934,201912231x000050a8,5,23,-110,5,-108
1935,201912271x0009c14e,24,24,134,31,-160
1936,201912271x00000024,1,2,128,1,-153
1937,201912271x0000d534,17,17,117,12,-139
1938,201912271x00026c9e,20,18,-209,20,173
1939,201912271x0008b606,26,27,-102,26,-118
1940,201912271x00002d4a,8,11,158,8,-189
1941,201912271x00004c30,13,13,131,9,-155
1942,201912271x000b89b0,28,29,-153,28,128
1943,201912271x0004a472,22,23,110,22,-132
1944,201912271x00008812,16,16,-226,10,187
1945,201912281x0000706c,9,9,-123,16,102
1946,201912281x000232de,19,19,-126,18,106
1947,201912281x0000018a,4,4,-307,3,245
1948,201912281x0001e2e8,15,21,-151,15,126
1949,201912281x00031598,29,29,108,14,-130
1950,201912281x000008e8,7,7,-203,5,169
1951,201912281x00003db0,13,8,-237,13,195
1952,201912281x000c51fa,30,30,-180,28,150
1953,201912281x000a8d30,31,31,-138,25,116
1954,201912291x00022426,14,24,-106,14,-113
1955,201912291x00041e90,19,25,-118,19,-101
1956,201912291x00000024,1,1,-234,2,193
1957,201912291x00009894,17,10,-162,17,135
1958,201912291x000aadc4,30,26,-203,30,170
1959,201912291x00000378,4,4,-129,5,108
1960,201912291x00012250,12,20,-117,12,-101
1961,201912291x00001b5e,11,6,-138,11,115
1962,201912291x0004a472,22,22,-190,23,161
1963,201912291x000003f4,7,7,-428,3,328
1964,201912301x000030ba,15,15,-306,6,243
1965,201912311x000572ec,25,25,-101,22,-118
1966,201912311x0000023a,7,2,145,7,-173
1967,201912311x00000df0,9,9,-179,5,150
1968,201912311x00000bb6,10,10,-106,4,-113
1969,201912311x00039914,17,26,-186,17,157
1970,201912311x00032aca,23,18,-208,23,173
1971,201912311x00003808,3,3,145,29,-172
1972,201912311x00025708,27,27,-140,13,117
1973,201912311x0002e1ca,28,28,-103,14,-117
1974,201912311x00008b04,8,20,113,8,-135
1975,201912311x00000240,11,11,155,1,-185
1976,201912311x0009c14e,31,31,-242,24,198
1977,201912311x0000be24,12,16,-180,12,150
1978,202001011x0002f2d8,19,19,-124,21,104
1979,202001021x0006703c,25,25,-182,24,153
1980,202001021x000001e4,10,1,-229,10,189
1981,202001021x00001b76,2,2,-125,27,104
1982,202001021x00022cf8,26,26,-175,13,147
1983,202001021x0002e894,18,18,-135,22,114
1984,202001021x000008e8,7,5,125,7,-149
1985,202001021x00005ea2,11,12,-221,11,181
1986,202001021x000004ba,4,6,120,4,-143
1987,202001021x00038278,29,15,-193,29,161
1988,202001021x0004be74,30,30,-159,17,133
1989,202001021x0003827a,31,31,-179,14,150
1990,202001021x0000b5a6,8,23,119,8,-141
1991,202001031x0000706c,16,9,-120,16,100
1992,202001031x000018dc,19,19,-332,3,265
1993,202001041x000250ec,25,25,-137,14,115
1994,202001041x00000c40,27,1,-232,27,189
1995,202001041x000000de,2,2,105,4,-126
1996,202001041x0001a868,29,10,-141,29,118
1997,202001041x000633e8,21,28,102,21,-122
1998,202001041x0003de9e,20,20,-142,23,120
1999,202001041x000023c8,15,5,-122,15,102
2000,202001041x0000ca66,18,11,167,18,-201
2001,202001041x00000c22,7,6,188,7,-228
2002,202001041x0000352c,8,8,-162,12,136
2003,202001041x0002de68,30,30,-152,13,128
2004,202001041x0008418a,31,31,-146,22,122
2005,202001051x00049bd8,24,24,109,21,-130
2006,202001051x000018d0,7,9,-125,7,104
2007,202001051x00001420,17,17,-219,3,181
2008,202001051x0004e5f6,26,20,-105,26,-114
2009,202001051x000018d6,4,15,-160,4,134
2010,202001051x0003f660,16,16,-255,29,208
2011,202001061x00018c8e,10,28,-111,10,-107
2012,202001061x000050a8,23,5,-148,23,124
2013,202001061x0000ed96,12,12,105,18,-126
2014,202001061x0000f75a,27,8,-228,27,187
2015,202001071x0001269a,10,24,-125,10,104
2016,202001071x0000577c,9,9,-168,14,142
2017,202001071x00039914,26,17,112,26,-134
2018,202001071x00000238,3,3,136,5,-162
2019,202001071x000041bc,25,4,-138,25,116
2020,202001071x00005ea2,12,11,102,12,-122
2021,202001071x00000790,1,21,-102,1,-117
2022,202001071x00011398,13,13,123,18,-146
2023,202001071x00074178,22,22,-197,29,164
2024,202001071x0000ef92,7,7,-223,30,184
2025,202001071x0003fe5c,15,31,-174,15,146
2026,202001071x00003706,16,16,-293,6,236
2027,202001081x0005202a,19,28,123,19,-146
2028,202001081x0000fd3e,14,14,107,16,-128
2029,202001081x0000b5a6,23,8,-202,23,168
2030,202001091x0003cef2,19,24,112,19,-134
2031,202001091x00000900,1,1,-257,23,210
2032,202001091x0004e5f6,26,26,-155,20,129
2033,202001091x00026350,21,17,115,21,-138
2034,202001091x00005d82,4,4,-152,30,128
2035,202001091x00006dd8,27,5,-131,27,110
2036,202001091x00006dc8,13,13,-161,11,136
2037,202001091x0001a868,29,29,-127,10,107
2038,202001091x00001284,22,22,-213,2,176
2039,202001091x0000a870,7,7,-219,25,180
2040,202001091x000d20d6,28,31,-270,28,220
2041,202001101x00010750,9,9,-181,25,152
2042,202001101x00016812,15,18,-164,15,138
2043,202001101x00000306,3,3,102,6,-122
2044,202001111x000021ac,30,2,-113,30,-105
2045,202001111x000147ac,9,9,-215,28,177
2046,202001111x0008b606,26,26,-154,27,130
2047,202001111x00031594,17,17,-132,24,111
2048,202001111x000002a4,1,12,110,1,-132
2049,202001111x000006d0,5,6,122,5,-146
2050,202001111x000037f2,7,14,121,7,-144
2051,202001111x00057c48,29,29,108,19,-129
2052,202001111x00019408,22,22,-209,13,173
2053,202001111x0001e2f2,10,31,-219,10,179
2054,202001111x0000a1fa,11,16,-320,11,255
2055,202001121x0002a2b0,15,25,-101,15,-118
2056,202001121x0000008e,2,3,111,2,-132
2057,202001121x000007d4,4,4,106,8,-127
2058,202001121x00067552,30,20,-162,30,137
2059,202001121x000023c4,11,11,179,7,-219
2060,202001121x00043f48,21,23,-102,21,-117
2061,202001131x00006620,5,5,-108,26,-110
2062,202001131x000080e0,13,13,104,12,-124
2063,202001131x00000384,14,14,112,1,-133
2064,202001131x0005099e,22,22,-233,24,191
2065,202001131x0000706c,16,16,-143,9,120
2066,202001141x000945f0,25,25,-141,29,119
2067,202001141x000023e2,2,2,142,31,-170
2068,202001141x000001e4,10,10,121,1,-144
2069,202001141x000232de,19,18,-145,19,121
2070,202001141x0005c838,27,27,104,21,-124
2071,202001141x00000a7a,12,12,-254,3,207
2072,202001141x00003db4,17,6,-112,17,-105
2073,202001141x0001b7f6,15,15,-178,20,148
2074,202001141x0000d19e,7,7,-288,28,232
2075,202001141x00002d4a,8,8,-277,11,224
2076,202001141x00086fc2,23,23,-133,30,111
2077,202001151x00002d50,17,5,-174,17,147
2078,202001151x0001cfe0,14,22,-195,14,163
2079,202001161x00000400,1,1,-128,15,107
2080,202001161x00002efc,10,10,113,9,-135
2081,202001161x0004f348,18,18,-237,29,194
2082,202001161x00000dfe,2,19,-213,2,177
2083,202001161x000051d0,4,4,-183,28,154
2084,202001161x00006dce,20,20,136,7,-161
2085,202001161x00049bd8,24,21,-203,24,170
2086,202001161x000080e0,13,12,-162,13,137
2087,202001161x0000c36a,31,6,156,31,-184
2088,202001161x00001f70,5,14,-131,5,111
2089,202001161x0000e5fa,26,8,-152,26,128
2090,202001161x0009e6ec,30,30,-116,25,-103
2091,202001161x0000a1fa,16,16,-324,11,261
2092,202001171x0000f36c,24,9,-221,24,183
2093,202001171x00000fe4,15,3,203,15,-260
2094,202001171x00008f7c,7,23,121,7,-144
2095,202001181x000043b6,10,10,-196,11,163
2096,202001181x0002e894,18,18,-138,22,116
2097,202001181x0000018a,4,3,194,4,-235
2098,202001181x000813d0,27,27,-118,25,-101
2099,202001181x0002afba,20,20,-104,19,-114
2100,202001181x00008f88,5,5,107,31,-128
2101,202001181x000010f0,21,21,-196,2,164
2102,202001181x0000be24,16,12,112,16,-134
2103,202001181x00008b0c,6,6,140,26,-167
2104,202001181x0002e1ca,14,14,-159,28,133
2105,202001181x00006614,17,8,-207,17,172
2106,202001181x000d2f58,30,30,-144,29,120
2107,202001191x000041ac,9,9,-191,12,160
2108,202001191x0002d7a0,17,17,-114,23,-105
2109,202001191x00005c38,10,13,-135,10,113
2110,202001191x00000400,15,15,-123,1,103
2111,202001201x0000166e,18,18,-438,3,335
2112,202001201x00002ad8,4,20,-111,4,-107
2113,202001211x00001000,1,1,-154,31,130
2114,202001211x0000e050,9,9,-183,23,154
2115,202001211x00001f74,4,17,-118,4,-100
2116,202001211x000080e0,12,13,-109,12,-109
2117,202001211x0000e04a,14,14,112,15,-134
2118,202001221x00010f7a,10,10,-204,23,170
2119,202001221x00001b6a,20,20,-289,3,232
2120,202001271x00006394,19,19,114,7,-136
2121,202001271x00002868,16,5,108,16,-129
2122,202001271x00009898,8,21,-114,8,-103
2123,202001271x00001b5e,11,6,-129,11,109
2124,202001271x000892c0,29,29,-149,24,125
2125,202001271x0007bf70,30,30,108,22,-128
2126,202001281x000001b4,6,2,-207,6,173
2127,202001281x0005e05c,22,26,-119,22,100
2128,202001291x0006703c,24,24,104,25,-125
2129,202001291x00007e12,8,19,-115,8,-103
2130,202001291x0008b606,26,27,-126,26,106
2131,202001291x0000d19e,7,28,198,7,-239
2132,202001291x000d2f58,30,29,-114,30,-105
2133,202001291x00022138,21,16,-161,21,136
2134,202001301x0008aa3c,28,25,-175,28,147
2135,202001301x00000140,5,2,-101,5,-118
2136,202001301x00010f78,21,11,120,21,-143
2137,202001311x00009bb6,7,24,170,7,-203
2138,202001311x00018f10,31,9,-141,31,119
2139,202001311x000651ee,27,27,106,22,-126
2140,202001311x00003706,16,6,174,16,-208
2141,202001311x0000e04a,15,15,-186,14,157
2142,202001311x00000900,1,23,151,1,-179
2143,202002011x00035610,17,25,-143,17,119
2144,202002011x00000438,2,2,-101,10,-117
2145,202002011x0008b606,27,26,-169,27,142
2146,202002011x00000c28,13,13,-251,3,206
2147,202002011x000802cc,24,28,-132,24,111
2148,202002011x000006e4,1,20,107,1,-127
2149,202002011x00000378,5,5,-122,4,102
2150,202002011x0000e04c,19,11,141,19,-168
2151,202002011x00078da8,31,21,-129,31,107
2152,202002011x0002792a,30,12,-140,30,118
2153,202002011x00013c6c,14,14,129,18,-154
2154,202002011x0000e058,7,29,144,7,-172
2155,202002011x00000f5e,8,8,-286,6,230
2156,202002011x0004a472,23,23,125,22,-149
2157,202002021x0001767c,9,9,-190,30,159
2158,202002021x000010e0,10,5,-141,10,118
2159,202002021x0001202e,15,16,-147,15,124
2160,202002031x00000df6,14,3,183,14,-224
2161,202002031x00013168,19,13,113,19,-136
2162,202002031x000007d4,4,8,-180,4,151
2163,202002041x000813d0,25,25,-115,27,-103
2164,202002041x00000f04,1,1,-212,30,175
2165,202002041x00000ca0,18,2,153,18,-181
2166,202002041x00000bb6,10,10,-141,4,119
2167,202002041x000a0028,29,26,-195,29,165
2168,202002041x00022cf4,20,20,-129,17,108
2169,202002041x00001418,5,11,109,5,-130
2170,202002041x0001074a,12,12,-130,19,110
2171,202002041x0000772e,24,6,-115,24,-103
2172,202002041x0000cdfc,22,22,-142,9,120
2173,202002041x0000ff4c,7,7,-176,31,148
2174,202002041x00043f48,21,23,103,21,-123
2175,202002041x0003b3d4,16,16,-250,28,205
2176,202002051x00000510,1,17,131,1,-155
2177,202002051x00003db0,13,13,120,8,-143
2178,202002061x00010750,9,25,-101,9,-118
2179,202002061x0000008e,3,2,-229,3,188
2180,202002061x00056050,21,26,-108,21,-109
2181,202002061x000ac168,29,27,-172,29,146
2182,202002061x000063a6,31,4,108,31,-128
2183,202002061x00067552,20,20,-129,30,108
2184,202002061x00005788,5,5,-164,24,139
2185,202002061x00022a08,12,12,-184,28,154
2186,202002061x000044c4,18,6,174,18,-209
2187,202002061x00007e0e,11,14,-230,11,189
2188,202002061x0004a472,23,22,-212,23,175
2189,202002061x00003fac,7,7,-168,15,142
2190,202002071x0000077e,10,10,-372,3,291
2191,202002071x0002afba,20,19,-198,20,164
2192,202002071x000006d8,2,13,-177,2,149
2193,202002071x0000c520,8,8,-259,24,211
2194,202002081x00000a90,1,1,-236,25,194
2195,202002081x0000aa08,18,10,123,18,-146
2196,202002081x0005c838,27,27,-107,21,-113
2197,202002081x000018d6,15,4,-102,15,-117
2198,202002081x00000b48,5,5,-111,8,-107
2199,202002081x0001d802,11,11,-116,28,-102
2200,202002081x00033916,19,22,-181,19,152
2201,202002081x000029fe,7,7,-211,12,174
2202,202002081x000aadc4,26,30,-136,26,114
2203,202002081x00018f10,9,31,-149,9,125
2204,202002081x00006dd2,23,23,-167,6,140
2205,202002081x0000fd3e,14,16,-184,14,154
2206,202002091x000015e2,24,2,-120,24,100
2207,202002091x00000040,3,3,269,1,-337
2208,202002091x00026c9e,18,20,109,18,-130
2209,202002091x000282a0,13,13,-183,28,153
2210,202002091x0002d7a0,23,23,-117,17,-101
2211,202002101x00001e0a,7,10,133,7,-159
2212,202002101x00005eb0,25,5,-148,25,125
2213,202002101x000015d2,14,14,-142,4,119
2214,202002101x000a0028,26,29,-102,26,-118
2215,202002101x000716a0,30,30,-101,21,-117
2216,202002101x0000be24,12,16,-179,12,150
2217,202002111x0000008e,2,2,-206,3,172
2218,202002111x000044c4,18,18,-284,6,230
2219,202002111x00009bb0,19,19,-120,9,101
2220,202002111x0003dea0,27,27,-120,17,100
2221,202002111x0006e1c6,20,20,124,31,-147
2222,202002111x00000df2,4,11,108,4,-129
2223,202002111x000093fa,12,12,-131,14,110
2224,202002111x00003fac,7,15,-124,7,103
2225,202002111x0000d53c,8,8,-208,25,173
2226,202002111x0001b7f8,13,23,-127,13,107
2227,202002121x00000090,1,1,-221,5,182
2228,202002121x0009583e,28,28,114,26,-135
2229,202002121x0004be74,30,30,-154,17,129
2230,202002131x0006f18a,26,24,-108,26,-110
2231,202002131x00000438,2,2,-104,10,-114
2232,202002131x0001968a,16,18,-134,16,112
2233,202002131x000015d2,14,4,-127,14,106
2234,202002131x000150c0,13,20,-139,13,117
2235,202002131x000008ec,11,11,-175,3,148
2236,202002131x00013ea8,21,21,-144,12,121
2237,202002131x000080ec,6,6,112,25,-134
2238,202002131x0000c364,7,7,-207,27,172
2239,202002131x00007e12,19,8,-151,19,127
2240,202002131x0008418a,31,31,-143,22,120
2241,202002141x000037f0,9,9,-293,11,235
2242,202002141x00005c38,13,10,-144,13,121
2243,202002141x000023c8,15,15,-187,5,156
2244,202002141x0007e698,29,23,-157,29,132
2245,202002151x0002f9bc,25,25,112,16,-134
2246,202002151x00000040,1,1,-495,3,373
2247,202002151x00039914,17,26,-138,17,116
2248,202002151x0004a026,28,18,-264,28,216
2249,202002151x00004c42,27,4,-162,27,136
2250,202002151x00060c50,29,20,-219,29,181
2251,202002151x000037f8,19,5,107,19,-126
2252,202002151x00000f5e,8,6,156,8,-185
2253,202002151x0003e680,21,22,-142,21,120
